939172681|AA|CCRN|Critical Care Registered Nurse|1|4|7|30|335:4
901793503|MMI|6.72|Patients|C0030705|[podg]|["*^patient"-tx-6-"patient"-noun-0]|TX|789/7|M01.643
901793503|MMI|6.66|Forecast of outcome|C0033325|[hlca]|["Prognosis"-tx-7-"prognosis"-noun-0]|TX|855/9|E01.789
901793503|MMI|5.18|Lack of progress|C4035642|[fndg]|["Lack of progress"-tx-1-"lack of progress"-noun-0]|TX|98/16|
901793503|MMI|3.68|Intravascular line|C0700221|[medd]|["Line"-tx-3-"line"-adj-0]|TX|550/4|
901793503|MMI|3.68|Speaking (activity)|C0234856|[dora]|["Speaking"-tx-1-"speaking"-noun-0]|TX|187/8|
901793503|MMI|3.60|Disease Outcome|C0679250|[fndg]|["Disease Outcome"-tx-5-"outcome disease"-noun-1]|TX|724/7,739/7|
901793503|MMI|3.59|Condition:Find:Pt:^Patient:Nom|C3864998|[clna]|["Condition"-tx-6-"conditions"-noun-0]|TX|764/10|
901793503|MMI|3.57|Abortion consent:Finding:Point in time:^Patient:Document|C2360836|[clna]|["Patient"-tx-6-"patient"-noun-0]|TX|789/7|
901793503|MMI|3.57|Hysterectomy consent:Finding:Point in time:^Patient:Document|C2360838|[clna]|["Patient"-tx-6-"patient"-noun-0]|TX|789/7|
901793503|MMI|3.57|Sterilization consent:Finding:Point in time:^Patient:Document|C2360840|[clna]|["Patient"-tx-6-"patient"-noun-0]|TX|789/7|
901793503|MMI|3.50|Original Regulatory Submission|C2347409|[ocac]|["Original"-tx-1-"original"-adj-0]|TX|288/8|
901793503|MMI|3.50|Personal Attribute|C1519021|[orga]|["Personal"-tx-3-"personal"-adj-0]|TX|624/8|
901793503|MMI|3.50|Prognosis:Find:Pt:^Patient:Nom|C3854082|[clna]|["Prognosis"-tx-7-"prognosis"-noun-0]|TX|855/9|
901793503|MMI|3.50|vigilance|C0699864|[menp]|["Watchfulness"-tx-4-"Watch"-noun-0]|TX|640/5|
651973178|MMI|105.24|Centers for Disease Control and Prevention (U.S.)|C0007670|[hcro]|["CDC"-tx-1-"CDC"-noun-0]|TX|[48/3],[201/3],[337/3],[1089/3]|I01.409.418.750.600.650.225;N03.540.348.500.500.600.650.225
651973178|MMI|45.20|Staphylococcus aureus|C0038172|[bact]|["STAPH AUREUS"-tx-1-"Staph Aureus"-noun-0,"STAPH AUREUS"-tx-1-"Staph aureus"-noun-0]|TX|1475/12;791/12|B03.300.390.400.800.750.100;B03.353.500.750.750.100;B03.510.100.750.750.100;B03.510.400.790.750.100
651973178|MMI|40.26|Joints|C0022417|[bsoj]|["JOINT"-tx-1-"Joint"-adj-0,"JOINT"-tx-1-"Joint"-noun-0]|TX|[1248/5],[2298/5],[2393/5],[2451/5];[1248/5],[2298/5],[2393/5],[2451/5]|A02.835.583
651973178|MMI|39.52|Osteomyelitis|C0029443|[dsyn]|["OSTEOMYELITIS"-tx-1-"Osteomyelitis"-noun-0]|TX|[1602/13],[1663/13],[1822/13]|C01.539.160.495;C05.116.165.495
651973178|MMI|30.46|Adult|C0001675|[aggp]|["ADULT"-tx-1-"Adult"-noun-0,"Adults"-tx-1-"adults"-noun-0]|TX|[2019/5],[2081/5];660/6|M01.060.116
651973178|MMI|29.72|Child|C0008059|[aggp]|["CHILD"-tx-1-"Child"-noun-0,"Children"-tx-1-"children"-noun-0]|TX|[1903/5],[1950/5];671/8|M01.060.406
651973178|MMI|28.74|Methicillin-Resistant|C1955827|[orga]|["Methicillin-Resistant"-tx-1-"methicillin-resistant"-adj-0]|TX|769/21|G06.099.225.500.600.525;G06.225.347.500.600.525;G07.690.773.984.269.347.500.600.525
651973178|MMI|25.56|Penicillin G|C0030827|[antb,orch]|["penicillin"-tx-1-"penicillin"-noun-0]|TX|630/10|D02.065.589.099.750.750;D02.886.108.750.750;D03.438.260.825.750;D03.605.084.737.750;D04.075.080.875.099.221.750.750
651973178|MMI|22.43|Febrile Neutropenia|C0746883|[dsyn]|["Neutropenic fever"-tx-1-"neutropenic fever"-noun-0]|TX|1070/17|C15.378.553.546.184.564.750
651973178|MMI|22.40|Genus Mycobacterium|C0026912|[bact]|["Mycobacteria"-tx-1-"mycobacteria"-noun-0]|TX|481/12|B03.510.024.049.525.500;B03.510.460.400.410.552.552
651973178|MMI|22.40|Penicillin|C0220892|[antb,orch]|["PENICILLIN"-tx-1-"penicillin"-noun-0]|TX|630/10|D02.065.589.099.750;D02.886.108.750;D03.438.260.825;D03.605.084.737;D04.075.080.875.099.221.750
651973178|MMI|22.40|Penicillins|C0030842|[antb,orch]|["Penicillin"-tx-1-"penicillin"-noun-0]|TX|630/10|D02.065.589.099.750;D02.886.108.750;D03.438.260.825;D03.605.084.737;D04.075.080.875.099.221.750
651973178|MMI|20.95|Tuberculosis|C0041296|[dsyn]|["TUBERCULOSIS"-tx-1-"tuberculosis"-noun-0]|TX|463/12|C01.252.410.040.552.846
651973178|MMI|20.95|Vancomycin-Resistant Enterococci|C1265175|[bact]|["Vancomycin Resistant Enterococci"-tx-1-"vancomycin-resistant enterococci"-noun-0]|TX|805/32|B03.353.750.250.250.650;B03.510.550.250.250.650
651973178|MMI|20.95|linezolid|C0663241|[orch,phsu]|["Linezolide"-tx-1-"linezolid"-noun-0]|TX|1127/9|D02.065.064.463;D02.241.081.018.110.525;D03.383.129.462.600.550
651973178|MMI|20.73|Patients|C0030705|[podg]|["Patients"-tx-1-"patients"-noun-0]|TX|[568/8],[593/8],[650/8]|M01.643
651973178|MMI|19.79|Communicable Diseases|C0009450|[dsyn]|["Infectious Disease"-tx-1-"infectious disease"-noun-0,"Infectious Diseases"-tx-1-"infectious diseases"-noun-0]|TX|130/18;83/19|C01.539.221
651973178|MMI|19.70|Arthritis|C0003864|[dsyn]|["ARTHRITIS"-tx-1-"Arthritis"-noun-0,"ARTHRITIS"-tx-1-"Arthritis"-noun-1]|TX|[2006/9],[2068/9];[2006/9],[2068/9]|C05.550.114
651973178|MMI|16.25|Streptococcus|C0038402|[bact]|["STREPTOCOCCUS"-tx-1-"streptococcus"-noun-0]|TX|859/13|B03.353.750.737.872;B03.510.400.800.872;B03.510.550.737.872
651973178|MMI|16.21|Antibiogram|C1720786|[lbpr]|["Antibiograms"-tx-1-"antibiograms"-noun-0]|TX|429/12|E01.370.225.875.595;E05.200.875.595;E05.337.550.400
651973178|MMI|14.64|Multiple self-healing squamous epithelioma|C0546476|[dsyn]|["MSSE"-tx-1-"MSSE"-noun-1]|TX|2361/4|x.x.x.x
651973178|MMI|14.64|Post-Exposure Prophylaxis|C1443861|[topp]|["Post-Exposure Prophylaxis"-tx-1-"post-exposure prophylaxis"-noun-0]|TX|1039/25|N02.421.726.755
651973178|MMI|14.64|tigecycline|C1260298|[antb,orch]|["TIGECYCLINE"-tx-1-"tigecycline"-noun-0]|TX|1151/11|x.x.x.x
651973178|MMI|14.25|Articular system|C0392905|[bdsy]|["Joint, NOS"-tx-1-"Joint"-adj-0,"Joint, NOS"-tx-1-"Joint"-noun-0]|TX|[1248/5],[2298/5],[2393/5],[2451/5];[1248/5],[2298/5],[2393/5],[2451/5]|
651973178|MMI|14.25|Entire joint|C1269611|[bsoj]|["Joint"-tx-1-"Joint"-adj-0,"Joint"-tx-1-"Joint"-noun-0]|TX|[1248/5],[2298/5],[2393/5],[2451/5];[1248/5],[2298/5],[2393/5],[2451/5]|
651973178|MMI|13.00|Critical Illness|C0010340|[dsyn]|["Critically Ill"-tx-1-"critically ill"-adj-0]|TX|578/14|C23.550.291.625
651973178|MMI|12.96|intensive care unit|C0021708|[hcro,mnob]|["ICU"-tx-1-"ICU"-noun-0]|TX|564/3|N02.278.388.493
651973178|MMI|12.94|Macrolides|C0282563|[orch,phsu]|["Macrolide"-tx-1-"macrolide"-noun-0]|TX|839/9|D02.540.505;D02.540.576.500;D04.345.674.500
651973178|MMI|12.93|Streptococcal Infections|C0038395|[dsyn]|["Strep"-tx-1-"Strep"-noun-0]|TX|889/5|C01.252.410.890
651973178|MMI|12.90|Fracture Fixation, Internal|C0016642|[topp]|["Internal fixation of bone"-tx-1-"Bone Internal Fixation of"-noun-0]|TX|1658/4,1683/20|E04.555.300.300
651973178|MMI|12.90|Diabetes Mellitus|C0011849|[dsyn]|["Diabetes"-tx-1-"Diabetes"-noun-0]|TX|1621/8|C18.452.394.750;C19.246
651973178|MMI|12.90|Antibiotic Prophylaxis|C0282638|[topp]|["Antibiotic Prophylaxis"-tx-1-"antibiotic prophylaxis"-noun-0]|TX|1198/10,1218/11|E02.319.162.150;E02.319.703.150
651973178|MMI|12.88|peramivir|C1675326|[orch,phsu]|["PERAMIVIR"-tx-1-"peramivir"-noun-0]|TX|1168/9|x.x.x.x
651973178|MMI|12.88|Orthopedics|C0029355|[bmod]|["orthopaedic"-tx-1-"Orthopedic"-adj-0]|TX|2544/10|H02.403.810.494
651973178|MMI|12.86|Acne|C0702166|[dsyn]|["ACNE"-tx-1-"Acnes"-noun-0]|TX|2434/5|C17.800.030.150;C17.800.794.111
651973178|MMI|12.86|Acne Vulgaris|C0001144|[dsyn]|["Acne"-tx-1-"Acnes"-noun-0]|TX|2434/5|C17.800.030.150;C17.800.794.111
651973178|MMI|11.49|Bone Tissue|C0391978|[tisu]|["BONE"-tx-1-"Bone"-noun-0]|TX|1239/4|A02.835.232;A10.165.265
651973178|MMI|11.49|Disease|C0012634|[dsyn]|["Disease"-tx-1-"disease"-noun-0]|TX|417/7|C23.550.288
651973178|MMI|11.49|Outpatients|C0029921|[podg]|["Outpatients"-tx-1-"outpatients"-noun-0]|TX|551/11|M01.643.630
651973178|MMI|10.81|Bacteria|C0004611|[bact]|["Bacterium"-tx-1-"bacteria"-noun-0]|TX|[446/8],[949/8],[975/8]|B03
651973178|MMI|10.81|Bacteria present|C4038931|[fndg]|["Bacterium"-tx-1-"bacteria"-noun-0]|TX|[446/8],[949/8],[975/8]|
651973178|MMI|10.55|Antimicrobial Resistance Result|C2827757|[lbtr]|["RESISTANT"-tx-1-"resistant"-adj-0]|TX|[849/9],[879/9],[1513/9]|
651973178|MMI|10.55|Resistance Process|C1514892|[phsf]|["Resistant"-tx-1-"resistant"-adj-0]|TX|[849/9],[879/9],[1513/9]|
651973178|MMI|10.49|Offspring|C0680063|[famg]|["CHILD"-tx-1-"Child"-noun-0,"Children"-tx-1-"children"-noun-0]|TX|[1903/5],[1950/5];671/8|
651973178|MMI|9.92|Pneumonia|C0032285|[dsyn]|["Pneumoniae"-tx-1-"pneumoniae"-noun-0]|TX|895/10|C08.381.677;C08.730.610
651973178|MMI|9.90|inpatient|C0021562|[podg]|["Inpatients"-tx-1-"inpatients"-noun-0]|TX|539/10|M01.643.470
651973178|MMI|9.77|Bursitis|C0006444|[dsyn]|["BURSITIS"-tx-1-"Bursitis"-noun-0]|TX|1271/8|C05.550.251
651973178|MMI|8.34|Immunocompromised Host|C0085393|[fndg]|["immunosuppressed patients"-tx-1-"immunosuppressed patients"-noun-0]|TX|603/25|G12.470
651973178|MMI|6.60|Hypersensitivity|C0020517|[patf]|["Sensitive"-tx-1-"sensitive"-adj-0]|TX|1465/9|C20.543
651973178|MMI|6.59|Blood Vessel|C0005847|[bpoc]|["Vascular"-tx-1-"Vascular"-adj-0]|TX|1864/8|A07.231
651973178|MMI|5.18|Acute HIV infection|C0343752|[dsyn]|["Acute HIV infection"-tx-1-"acute HIV infection"-noun-0]|TX|994/19|
651973178|MMI|5.18|Antiretroviral therapy|C1963724|[topp]|["Antiretroviral Therapy"-tx-1-"antiretroviral therapy"-noun-0]|TX|1015/22|
651973178|MMI|5.18|Entire bone (organ)|C1266908|[bpoc]|["Bone, NOS"-tx-1-"Bone"-noun-0]|TX|1239/4|
651973178|MMI|5.18|Entire bony skeleton|C1266909|[bdsy]|["Bone"-tx-1-"Bone"-noun-0]|TX|1239/4|
651973178|MMI|5.18|Fungus (lab result)|C2939457|[lbtr]|["Fungi"-tx-1-"fungi"-noun-0]|TX|456/5|
651973178|MMI|5.18|Skeletal bone|C0262950|[bpoc]|["BONE"-tx-1-"Bone"-noun-0]|TX|1239/4|
651973178|MMI|5.18|ceftaroline|C2001521|[antb,orch]|["CEFTAROLINE"-tx-1-"ceftaroline"-noun-0]|TX|1114/11|
651973178|MMI|3.65|Olecranon bursitis|C0263962|[dsyn]|["BURSITIS, OLECRANON"-tx-1-"Olecranon bursitis"-noun-0]|TX|1282/18|
651973178|MMI|3.63|Therapeutic procedure|C0087111|[topp]|["Therapy"-tx-1-"therapy"-noun-0]|TX|725/7|E02
651973178|MMI|3.63|Therapy Object (animal model)|C1363945|[fndg]|["Therapy"-tx-1-"therapy"-noun-0]|TX|725/7|
651973178|MMI|3.59|Organ|C0178784|[bpoc]|["Organ"-tx-1-"organ"-noun-0]|TX|407/5|
651973178|MMI|3.58|ARTHRITIS ACUTE SEPTIC|C0518958|[dsyn]|["ARTHRITIS ACUTE SEPTIC"-tx-1-"Acute Septic Arthritis"-noun-0]|TX|2167/12,2196/9|
651973178|MMI|3.58|Acute bacterial arthritis|C0275554|[dsyn]|["Acute Septic arthritis"-tx-1-"Acute Septic Arthritis"-noun-0]|TX|2167/12,2196/9|
651973178|MMI|3.58|Acute infective arthritis|C0263700|[dsyn]|["Acute Septic arthritis"-tx-1-"Acute Septic Arthritis"-noun-0]|TX|2167/12,2196/9|
651973178|MMI|3.58|Acute infective arthritis or polyarthritis NOS|C0866624|[dsyn]|["Acute Septic arthritis"-tx-1-"Acute Septic Arthritis"-noun-0]|TX|2167/12,2196/9|
651973178|MMI|3.58|Acute suppurative arthritis|C1692887|[dsyn]|["Acute Septic arthritis"-tx-1-"Acute Septic Arthritis"-noun-0]|TX|2167/12,2196/9|
651973178|MMI|3.48|Macrolide Antibiotics|C0003240|[antb,orch]|["Macrolide"-tx-1-"macrolide"-noun-0]|TX|839/9|
651973178|MMI|3.48|Specialty Group|C1552516|[hcro]|["Group"-tx-1-"group"-noun-0]|TX|969/5|
651973178|MMI|3.47|Reporting|C0700287|[hlca]|["Report"-tx-1-"Report"-verb-0]|TX|193/6|
651973178|MMI|3.46|Positive Finding|C1514241|[fndg]|["POSITIVE"-tx-1-"positive"-noun-0]|TX|940/8|
651973178|MMI|3.45|Drepanocyte (cell)|C0221283|[cell]|["Sickle Cell"-tx-1-"Sickle Cell"-noun-0]|TX|1914/11|
651973178|MMI|3.44|Creatinine clearance|C0812399|[fndg]|["Creatinine clearance"-tx-1-"creatinine clearance"-noun-0]|TX|273/20|
651973178|MMI|3.44|Diabetes|C0011847|[dsyn]|["Diabetes"-tx-1-"Diabetes"-noun-0]|TX|1621/8|
651973178|MMI|3.44|surgical prophylaxis|C3242005|[hlca]|["surgical prophylaxis"-tx-1-"surgical prophylaxis"-noun-0]|TX|1209/20|
651973178|MMI|3.43|Adverse Event Associated with Vascular|C1558950|[fndg]|["VASCULAR"-tx-1-"Vascular"-adj-1]|TX|1864/8|
651973178|MMI|3.42|Vascular implant|C0581285|[medd]|["Vascular implant"-tx-1-"Vascular Implant"-noun-0]|TX|1631/8,1739/7|
651973178|MMI|3.42|Operative Surgical Procedures|C0543467|[hlca]|["Surgical"-tx-1-"surgical"-adj-0]|TX|1209/8|E04
651973178|MMI|3.42|Surgical service|C0587668|[hlca]|["Surgical"-tx-1-"surgical"-adj-0]|TX|1209/8|
651973178|MMI|3.42|Negative Finding|C1513916|[fndg]|["NEGATIVE"-tx-1-"negative"-adj-0]|TX|2314/8|
890434999|MMI|41.73|Health Personnel|C0018724|[prog]|["Providers, Healthcare"-tx-1-"healthcare providers"-noun-0,"health professionals"-tx-1-"health professionals"-noun-0]|TX|[155/20],[431/20],[699/20];463/20|M01.526.485;N02.360
890434999|MMI|39.27|Emergencies [Disease/Finding]|C2745965|[patf]|["Emergency"-tx-1-"emergency"-noun-0]|TX|[611/9],[990/9],[1226/9]|C23.550.291.781;N06.230.100.083;N06.850.376
890434999|MMI|29.82|public health medicine (field)|C0034019|[bmod]|["Public Health"-tx-1-"Public health"-noun-0,"Public Health"-tx-1-"public health"-noun-0]|TX|281/13;[456/13],[1030/13]|H02.403.720;N01.400.550;N06.850
890434999|MMI|25.93|Comprehension|C0162340|[menp]|["Understanding"-tx-1-"understanding"-noun-0]|TX|[747/13],[1085/13]|F02.463.188.357
890434999|MMI|19.68|Hospitals|C0019994|[hcro,mnob]|["HOSPITAL"-tx-1-"hospital"-noun-0]|TX|[146/8],[690/8]|N02.278.421
890434999|MMI|19.27|Gravidity|C0600457|[fndg]|["PREGNANT"-tx-1-"pregnant"-adj-0]|TX|898/8|G08.686.340;G08.686.785.760.769.213;N06.850.490.812.250
890434999|MMI|19.27|Safety Management|C0206216|[ocac]|["management safety"-tx-1-"management safety"-noun-0]|TX|928/10,958/6|N04.452.871.900;N06.850.135.060.075.800
890434999|MMI|14.65|professional occupation status|C0679924|[prog]|["professionals"-tx-1-"Professionals"-noun-0,"professionals"-tx-1-"professionals"-noun-0]|TX|542/13;[295/13],[470/13],[1044/13]|
890434999|MMI|14.64|Play|C0032214|[dora]|["Play"-tx-1-"play"-verb-0]|TX|176/4|I03.450.642.693
890434999|MMI|12.93|chenodeoxycholate sulfate conjugate|C0055295|[orch]|["CDCS"-tx-1-"CDCs"-noun-0]|TX|1295/4|x.x.x.x
890434999|MMI|10.91|Blast (physical force)|C0337026|[npop]|["Blast"-tx-1-"blast"-noun-0,"blasts"-tx-1-"blasts"-noun-0]|TX|[512/5],[817/5];48/6|
890434999|MMI|10.91|Blast Cell|C0368761|[cell]|["Blasts"-tx-1-"blasts"-noun-0,"blast"-tx-1-"blast"-noun-0]|TX|48/6;[512/5],[817/5]|
890434999|MMI|10.59|Public health service|C0699943|[hlca]|["Public health"-tx-1-"Public health"-noun-0,"Public health"-tx-1-"public health"-noun-0]|TX|281/13;[456/13],[1030/13]|
890434999|MMI|10.54|Advice|C0150600|[hlca]|["Guidance"-tx-1-"guidance"-noun-0]|TX|[592/8],[1009/8],[1164/8]|
890434999|MMI|10.54|Spatial guidance for medical procedure|C1959633|[topp]|["Guidance"-tx-1-"guidance"-noun-0]|TX|[592/8],[1009/8],[1164/8]|
890434999|MMI|10.54|guidance - Measure Attribute|C3854153|[clna]|["guidance"-tx-1-"guidance"-noun-0]|TX|[592/8],[1009/8],[1164/8]|
890434999|MMI|9.99|Child|C0008059|[aggp]|["Children"-tx-1-"children"-noun-0]|TX|908/8|M01.060.406
890434999|MMI|9.85|Disease Management|C0376636|[hlca]|["management"-tx-1-"management"-noun-0]|TX|803/10|N04.590.607
890434999|MMI|7.47|Application procedure|C0185125|[hlca]|["Application"-tx-1-"application"-noun-0]|TX|[399/11],[1264/11]|
890434999|MMI|7.21|Therapeutic procedure|C0087111|[topp]|["TREAT"-tx-1-"treat"-verb-0,"Treatment"-tx-1-"treatment"-noun-0]|TX|484/5;852/9|E02
890434999|MMI|7.17|Feeling content|C0423896|[menp]|["Content"-tx-1-"Content"-noun-0]|TX|[662/7],[1018/7]|
890434999|MMI|6.71|Information Management|C0012972|[ocac]|["management information"-tx-1-"information management"-noun-0]|TX|1069/11,1120/10|L01.399
890434999|MMI|6.71|Patient Care Management|C0030677|[hlca]|["treatment management"-tx-1-"management treatment"-noun-0]|TX|803/10,852/9|N04.590
890434999|MMI|5.18|Blast count procedure|C0523113|[lbpr]|["Blasts"-tx-1-"blasts"-noun-0]|TX|48/6|
890434999|MMI|5.18|Chaos|C4049797|[fndg]|["Chaos"-tx-1-"chaos"-noun-0]|TX|65/5|
890434999|MMI|5.18|Does play|C0600138|[fndg]|["play"-tx-1-"play"-verb-0]|TX|176/4|
890434999|MMI|3.75|Health Professional|C1704312|[prog]|["Health professionals"-tx-1-"health professionals"-noun-0]|TX|463/20|
890434999|MMI|3.68|Offspring|C0680063|[famg]|["Children"-tx-1-"children"-noun-0]|TX|908/8|
890434999|MMI|3.59|Challenge|C0805586|[hlca]|["challenges"-tx-1-"challenges"-noun-0]|TX|321/10|
890434999|MMI|3.56|Clinical Management|C1516615|[hlca]|["Clinical Management"-tx-1-"clinical management"-noun-0]|TX|794/19|
890434999|MMI|3.54|Administration occupational activities|C0001554|[ocac]|["Management"-tx-1-"management"-noun-0]|TX|803/10|
890434999|MMI|3.54|Management Occupations|C3273539|[ocdi]|["Management"-tx-1-"management"-noun-0]|TX|803/10|
890434999|MMI|3.54|Management procedure|C1273870|[ocac]|["Management"-tx-1-"management"-noun-0]|TX|803/10|
890434999|MMI|3.53|Life Threatening|C2826244|[fndg]|["Life Threatening"-tx-1-"life-threatening"-adj-0]|TX|88/16|
890434999|MMI|3.53|Life Threatening Adverse Event|C1517874|[fndg]|["LIFE THREATENING"-tx-1-"life-threatening"-adj-0]|TX|88/16|
890434999|MMI|3.53|Life Threatening or Disabling Adverse Event|C3537125|[fndg]|["LIFE THREATENING"-tx-1-"life-threatening"-adj-0]|TX|88/16|
890434999|MMI|3.50|Patient currently pregnant|C0549206|[fndg]|["Pregnant"-tx-1-"pregnant"-adj-0]|TX|898/8|
890434999|MMI|3.48|Household composition|C0595998|[fndg]|["lives"-tx-1-"lives"-noun-0]|TX|535/5|
890434999|MMI|3.44|Death Related to Adverse Event|C1705232|[fndg]|["FATAL"-tx-1-"fatalities"-noun-0]|TX|118/10|
890434999|MMI|3.43|Clinical Treatment|C1516635|[topp]|["Clinical Treatment"-tx-1-"clinical treatment"-noun-0]|TX|794/8,852/9|
890434999|MMI|3.42|Administration procedure|C1533734|[topp]|["Treatment"-tx-1-"treatment"-noun-0]|TX|852/9|
890434999|MMI|3.42|Disease Response|C1704632|[fndg]|["Response"-tx-1-"response"-noun-0]|TX|1000/8|
890434999|MMI|3.42|Neuropsychologist - Clinical|C1553058|[prog]|["Clinical"-tx-1-"clinical"-adj-0]|TX|794/8|
890434999|MMI|3.42|Psychologist - Clinical|C0237412|[prog]|["Clinical"-tx-1-"clinical"-adj-0]|TX|794/8|
890434999|MMI|3.42|Response (communication)|C2911692|[menp]|["Response"-tx-1-"response"-noun-0]|TX|1000/8|
890434999|MMI|3.42|Response process|C0871261|[orga]|["Response"-tx-1-"response"-noun-0]|TX|1000/8|
890434999|MMI|3.42|Social Worker - Clinical|C0497591|[prog]|["Clinical"-tx-1-"clinical"-adj-0]|TX|794/8|
890434999|MMI|3.42|consideration|C0518609|[fndg]|["considerations"-tx-1-"considerations"-noun-0]|TX|862/14|
890434999|MMI|3.42|treatment - ActInformationManagementReason|C3887704|[hlca]|["treatment"-tx-1-"treatment"-noun-0]|TX|852/9|
885605342|MMI|42.15|Vision|C0042789|[orgf]|["see"-tx-1-"see"-verb-0]|TX|[240/3],[847/3]|F02.830.816.964;G02.111.087.800.480.900;G02.149.115.800.480.900;G04.299.880.480.900;G11.561.600.810.964;G14.640.816
885605342|MMI|19.45|S-Phase Fraction|C0812425|[lbtr]|["SPF"-tx-1-"SPF"-noun-0]|TX|96/3|E01.370.225.500.385.500;E05.200.500.385.500;E05.242.385.500
885605342|MMI|19.32|Sunlight|C0038817|[npop]|["Sun"-tx-1-"suns"-noun-0]|TX|136/4|G01.358.500.505.650.836;G01.750.250.650.836;G01.750.770.578.836;G16.500.275.063.725.525;G16.500.750.775.525;N06.230.300.100.725.525
885605342|MMI|15.79|Challenge|C0805586|[hlca]|["Challenge"-tx-1-"Challenge"-noun-0,"Challenge"-tx-1-"challenge"-noun-0]|TX|1/9;[787/9],[869/9]|
885605342|MMI|15.79|Challenge:Type:Point in time:^Patient:Nominal|C0798503|[clna]|["Challenge"-tx-1-"Challenge"-noun-0,"Challenge"-tx-1-"challenge"-noun-0]|TX|1/9;[787/9],[869/9]|
885605342|MMI|14.64|Hand|C0018563|[bpoc]|["Hands"-tx-1-"hands"-noun-0]|TX|196/5|A01.378.800.667
885605342|MMI|14.64|Lead|C0023175|[elii,hops]|["???lead"-tx-1-"lead"-verb-0]|TX|304/4|D01.268.556.435;D01.552.544.435;x.x.x.x
885605342|MMI|14.64|Play|C0032214|[dora]|["Play"-tx-1-"Play"-verb-0]|TX|762/4|I03.450.642.693
885605342|MMI|11.49|Amputation Stumps|C0002690|[acab]|["stumped"-tx-1-"stumped"-verb-0]|TX|555/7|A01.378.100
885605342|MMI|9.92|Back|C0004600|[blor]|["BACK"-tx-1-"back"-noun-0]|TX|839/4|A01.923.176
885605342|MMI|9.86|Hope (emotion)|C0392347|[menp]|["Hopes"-tx-1-"hopes"-noun-0]|TX|687/5|F01.470.572
885605342|MMI|9.84|public health medicine (field)|C0034019|[bmod]|["Public Health"-tx-1-"Public Health"-noun-0]|TX|729/13|H02.403.720;N01.400.550;N06.850
885605342|MMI|7.00|10%|C3842590|[fndg]|["10%"-tx-1-"10"-integer-0]|TX|[592/2],[628/2]|
885605342|MMI|6.71|Radiation|C0851346|[npop]|["Rays"-tx-1-"rays"-noun-0]|TX|149/4|G01.750
885605342|MMI|5.18|Cardiac Lead Procedure|C3275067|[topp]|["LEAD"-tx-1-"lead"-verb-0]|TX|304/4|
885605342|MMI|5.18|DELIVER (veterinary product)|C0308779|[orch,phsu]|["DELIVER"-tx-1-"delivers"-verb-0]|TX|574/8|
885605342|MMI|5.18|Does play|C0600138|[fndg]|["play"-tx-1-"Play"-verb-0]|TX|762/4|
885605342|MMI|5.18|Laboratory Procedures|C0022885|[lbpr]|["Test"-tx-1-"Test"-verb-0]|TX|217/4|
885605342|MMI|5.18|Lupus erythematosus tumidus|C0406636|[dsyn]|["LET"-tx-1-"Let"-verb-0]|TX|276/3|
885605342|MMI|5.18|Scientist|C0402112|[prog]|["Scientist"-tx-1-"scientist"-noun-0]|TX|294/9|
885605342|MMI|5.18|Test Result|C0456984|[fndg]|["Test"-tx-1-"Test"-verb-0]|TX|217/4|
885605342|MMI|5.18|game|C0150593|[dora]|["game"-tx-1-"game"-noun-0]|TX|284/4|
885605342|MMI|3.61|Back structure, excluding neck|C1995000|[blor]|["Back, NOS"-tx-1-"back"-noun-0]|TX|839/4|
885605342|MMI|3.61|Back structure, including back of neck|C0460009|[blor]|["Back"-tx-1-"back"-noun-0]|TX|839/4|
885605342|MMI|3.55|Has difficulty doing (qualifier value)|C1299586|[fndg]|["Difficulty"-tx-1-"difficulty"-noun-0]|TX|411/10|
885605342|MMI|3.53|Public health service|C0699943|[hlca]|["Public health"-tx-1-"Public Health"-noun-0]|TX|729/13|
885605342|MMI|3.47|ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated|C4050231|[clna]|["Score"-tx-1-"score"-noun-0]|TX|827/5|
885605342|MMI|3.45|answer questions|C0508431|[topp]|["answer questions"-tx-1-"questions Answer"-noun-0]|TX|595/9,606/6|
969599694|MMI|35.15|travel|C0040802|[dora]|["Travel"-tx-3-"travel"-noun-0,"Traveling"-tx-3-"traveling"-noun-0,"Travel"-tx-2-"travel"-noun-0,"Travel"-tx-1-"travel"-noun-0]|TX|560/6;450/9;[218/6],[253/6];94/6|I03.883
969599694|MMI|25.53|Centers for Disease Control and Prevention (U.S.)|C0007670|[hcro]|["CENTERS FOR DISEASE CONTROL"-tx-3-"Centers for Disease Control"-noun-0]|TX|511/27|I01.409.418.750.600.650.225;N03.540.348.500.500.600.650.225
969599694|MMI|17.80|Immunization|C0020971|[topp]|["Immunizations"-tx-3-"immunizations"-noun-0]|TX|358/13|E02.095.465.425.400;E05.478.550;N02.421.726.758.310;N06.850.780.200.425;N06.850.780.680.310
969599694|MMI|14.74|travel charge|C1555670|[hlca]|["travel"-tx-3-"travel"-noun-0,"travel"-tx-2-"travel"-noun-0,"travel"-tx-1-"travel"-noun-0]|TX|560/6;[218/6],[253/6];94/6|
969599694|MMI|13.05|Infantile Neuroaxonal Dystrophy|C0270724|[dsyn]|["PLAN"-tx-1-"plan"-verb-0]|TX|54/4|C10.228.140.744
